"時点","地域コード","地域","日本人人口（総数）【人】","注記"
"1980年","06000","山形県","1250989",""
"1981年","06000","山形県","1254000",""
"1982年","06000","山形県","1256000",""
"1983年","06000","山形県","1257000",""
"1984年","06000","山形県","1259000",""
"1985年","06000","山形県","1260671",""
"1986年","06000","山形県","1261000",""
"1987年","06000","山形県","1261000",""
"1988年","06000","山形県","1261000",""
"1989年","06000","山形県","1259000",""
"1990年","06000","山形県","1256142",""
"1991年","06000","山形県","1256000",""
"1992年","06000","山形県","1255000",""
"1993年","06000","山形県","1254000",""
"1994年","06000","山形県","1254000",""
"1995年","06000","山形県","1253941",""
"1996年","06000","山形県","1252000",""
"1997年","06000","山形県","1250000",""
"1998年","06000","山形県","1247000",""
"1999年","06000","山形県","1243000",""
"2000年","06000","山形県","1238858",""
"2001年","06000","山形県","1235000",""
"2002年","06000","山形県","1230000",""
"2003年","06000","山形県","1224000",""
"2004年","06000","山形県","1217000",""
"2005年","06000","山形県","1209213",""
"2006年","06000","山形県","1201000",""
"2007年","06000","山形県","1191000",""
"2008年","06000","山形県","1181000",""
"2009年","06000","山形県","1172000",""
"2010年","06000","山形県","1161087",""
"2011年","06000","山形県","1156000",""
"2012年","06000","山形県","1148000",""
"2013年","06000","山形県","1138000",""
"2014年","06000","山形県","1129000",""
"2015年","06000","山形県","1116752",""
"2016年","06000","山形県","1108000",""
"2017年","06000","山形県","1097000",""
"2018年","06000","山形県","1085000",""
"2019年","06000","山形県","1073000",""
"2020年","06000","山形県","1056617",""
"2021年","06000","山形県","1048000",""
"2022年","06000","山形県","1033000",""
"1975年","07000","福島県","1968270",""
"1976年","07000","福島県","1982000",""
"1977年","07000","福島県","1996000",""
"1978年","07000","福島県","2009000",""
"1979年","07000","福島県","2021000",""
"1980年","07000","福島県","2032547",""
"1981年","07000","福島県","2041000",""
"1982年","07000","福島県","2049000",""
"1983年","07000","福島県","2058000",""
"1984年","07000","福島県","2068000",""
"1985年","07000","福島県","2077598",""
"1986年","07000","福島県","2082000",""
"1987年","07000","福島県","2088000",""
"1988年","07000","福島県","2092000",""
"1989年","07000","福島県","2096000",""
"1990年","07000","福島県","2097675",""
"1991年","07000","福島県","2105000",""
"1992年","07000","福島県","2111000",""
"1993年","07000","福島県","2118000",""
"1994年","07000","福島県","2123000",""
"1995年","07000","福島県","2127214",""
"1996年","07000","福島県","2128000",""
"1997年","07000","福島県","2127000",""
"1998年","07000","福島県","2124000",""
"1999年","07000","福島県","2121000",""
"2000年","07000","福島県","2117502",""
"2001年","07000","福島県","2114000",""
"2002年","07000","福島県","2108000",""
"2003年","07000","福島県","2100000",""
"2004年","07000","福島県","2091000",""
"2005年","07000","福島県","2079823",""
"2006年","07000","福島県","2070000",""
"2007年","07000","福島県","2058000",""
"2008年","07000","福島県","2044000",""
"2009年","07000","福島県","2031000",""
"2010年","07000","福島県","2012016",""
"2011年","07000","福島県","1979000",""
"2012年","07000","福島県","1950000",""
"2013年","07000","福島県","1933000",""
"2014年","07000","福島県","1919000",""
"2015年","07000","福島県","1898880",""
"2016年","07000","福島県","1893000",""
"2017年","07000","福島県","1875000",""
"2018年","07000","福島県","1856000",""
"2019年","07000","福島県","1838000",""
"2020年","07000","福島県","1797450",""
"2021年","07000","福島県","1799000",""
"2022年","07000","福島県","1776000",""
"1975年","08000","茨城県","2338151",""
"1976年","08000","茨城県","2376000",""
"1977年","08000","茨城県","2413000",""
"1978年","08000","茨城県","2459000",""
"1979年","08000","茨城県","2506000",""
"1980年","08000","茨城県","2552775",""
"1981年","08000","茨城県","2591000",""
"1982年","08000","茨城県","2630000",""
"1983年","08000","茨城県","2665000",""
"1984年","08000","茨城県","2692000",""
"1985年","08000","茨城県","2718777",""
"1986年","08000","茨城県","2739000",""
"1987年","08000","茨城県","2761000",""
"1988年","08000","茨城県","2786000",""
"1989年","08000","茨城県","2812000",""
"1990年","08000","茨城県","2830581",""
"1991年","08000","茨城県","2858000",""
"1992年","08000","茨城県","2881000",""
"1993年","08000","茨城県","2901000",""
"1994年","08000","茨城県","2918000",""
"1995年","08000","茨城県","2929220",""
"1996年","08000","茨城県","2939000",""
"1997年","08000","茨城県","2945000",""
"1998年","08000","茨城県","2952000",""
"1999年","08000","茨城県","2954000",""
"2000年","08000","茨城県","2953706",""
"2001年","08000","茨城県","2956000",""
"2002年","08000","茨城県","2952000",""
"2003年","08000","茨城県","2950000",""
"2004年","08000","茨城県","2945000",""
"2005年","08000","茨城県","2936043",""
"2006年","08000","茨城県","2936000",""
"2007年","08000","茨城県","2934000",""
"2008年","08000","茨城県","2929000",""
"2009年","08000","茨城県","2929000",""
"2010年","08000","茨城県","2922821",""
"2011年","08000","茨城県","2920000",""
"2012年","08000","茨城県","2910000",""
"2013年","08000","茨城県","2899000",""
"2014年","08000","茨城県","2887000",""
"2015年","08000","茨城県","2862997",""
"2016年","08000","茨城県","2864000",""
"2017年","08000","茨城県","2852000",""
"2018年","08000","茨城県","2836000",""
"2019年","08000","茨城県","2818000",""
"2020年","08000","茨城県","2763432",""
"2021年","08000","茨城県","2785000",""
"2022年","08000","茨城県","2767000",""
"1975年","09000","栃木県","1695848",""
"1976年","09000","栃木県","1715000",""
"1977年","09000","栃木県","1734000",""
"1978年","09000","栃木県","1751000",""
"1979年","09000","栃木県","1773000",""
"1980年","09000","栃木県","1789218",""
"1981年","09000","栃木県","1805000",""
"1982年","09000","栃木県","1819000",""
"1983年","09000","栃木県","1832000",""
"1984年","09000","栃木県","1847000",""
"1985年","09000","栃木県","1862873",""
"1986年","09000","栃木県","1876000",""
"1987年","09000","栃木県","1890000",""
"1988年","09000","栃木県","1901000",""
"1989年","09000","栃木県","1913000",""
"1990年","09000","栃木県","1924545",""
"1991年","09000","栃木県","1937000",""
"1992年","09000","栃木県","1946000",""
"1993年","09000","栃木県","1955000",""
"1994年","09000","栃木県","1961000",""
"1995年","09000","栃木県","1965431",""
"1996年","09000","栃木県","1972000",""
"1997年","09000","栃木県","1976000",""
"1998年","09000","栃木県","1979000",""
"1999年","09000","栃木県","1981000",""
"2000年","09000","栃木県","1982640",""
"2001年","09000","栃木県","1988000",""
"2002年","09000","栃木県","1988000",""
"2003年","09000","栃木県","1989000",""
"2004年","09000","栃木県","1991000",""
"2005年","09000","栃木県","1986332",""
"2006年","09000","栃木県","1990000",""
"2007年","09000","栃木県","1989000",""
"2008年","09000","栃木県","1986000",""
"2009年","09000","栃木県","1983000",""
"2010年","09000","栃木県","1964917",""
"2011年","09000","栃木県","1975000",""
"2012年","09000","栃木県","1968000",""
"2013年","09000","栃木県","1962000",""
"2014年","09000","栃木県","1955000",""
"2015年","09000","栃木県","1927885",""
"2016年","09000","栃木県","1939000",""
"2017年","09000","栃木県","1929000",""
"2018年","09000","栃木県","1918000",""
"2019年","09000","栃木県","1905000",""
"2020年","09000","栃木県","1869256",""
"2021年","09000","栃木県","1880000",""
"2022年","09000","栃木県","1865000",""
"1975年","10000","群馬県","1753436",""
"1976年","10000","群馬県","1775000",""
"1977年","10000","群馬県","1796000",""
"1978年","10000","群馬県","1814000",""
"1979年","10000","群馬県","1829000",""
"1980年","10000","群馬県","1845138",""
"1981年","10000","群馬県","1861000",""
"1982年","10000","群馬県","1876000",""
"1983年","10000","群馬県","1890000",""
"1984年","10000","群馬県","1904000",""
"1985年","10000","群馬県","1917320",""
"1986年","10000","群馬県","1926000",""
"1987年","10000","群馬県","1934000",""
"1988年","10000","群馬県","1941000",""
"1989年","10000","群馬県","1950000",""
"1990年","10000","群馬県","1954565",""
"1991年","10000","群馬県","1962000",""
"1992年","10000","群馬県","1969000",""
"1993年","10000","群馬県","1973000",""
"1994年","10000","群馬県","1977000",""
"1995年","10000","群馬県","1981799",""
"1996年","10000","群馬県","1985000",""
"1997年","10000","群馬県","1987000",""
"1998年","10000","群馬県","1991000",""
"1999年","10000","群馬県","1993000",""
"2000年","10000","群馬県","1991914",""
"2001年","10000","群馬県","1998000",""
"2002年","10000","群馬県","1997000",""
"2003年","10000","群馬県","1997000",""
"2004年","10000","群馬県","1994000",""
"2005年","10000","群馬県","1988229",""
"2006年","10000","群馬県","1987000",""
"2007年","10000","群馬県","1983000",""
"2008年","10000","群馬県","1979000",""
"2009年","10000","群馬県","1976000",""
"2010年","10000","群馬県","1964136",""
"2011年","10000","群馬県","1967000",""
"2012年","10000","群馬県","1961000",""
"2013年","10000","群馬県","1953000",""
"2014年","10000","群馬県","1945000",""
"2015年","10000","群馬県","1930380",""
"2016年","10000","群馬県","1928000",""
"2017年","10000","群馬県","1917000",""
"2018年","10000","群馬県","1906000",""
"2019年","10000","群馬県","1892000",""
"2020年","10000","群馬県","1860213",""
"2021年","10000","群馬県","1866000",""
"2022年","10000","群馬県","1850000",""
"1975年","11000","埼玉県","4809517",""
"1976年","11000","埼玉県","4954000",""
"1977年","11000","埼玉県","5081000",""
"1978年","11000","埼玉県","5198000",""
"1979年","11000","埼玉県","5307000",""
"1980年","11000","埼玉県","5405466",""
"1981年","11000","埼玉県","5508000",""
"1982年","11000","埼玉県","5602000",""
"1983年","11000","埼玉県","5687000",""
"1984年","11000","埼玉県","5770000",""
"1985年","11000","埼玉県","5846205",""
"1986年","11000","埼玉県","5937000",""
"1987年","11000","埼玉県","6051000",""
"1988年","11000","埼玉県","6170000",""
"1989年","11000","埼玉県","6280000",""
"1990年","11000","埼玉県","6356816",""
"1991年","11000","埼玉県","6451000",""
"1992年","11000","埼玉県","6526000",""
"1993年","11000","埼玉県","6596000",""
"1994年","11000","埼玉県","6656000",""
"1995年","11000","埼玉県","6696390",""
"1996年","11000","埼玉県","6749000",""
"1997年","11000","埼玉県","6784000",""
"1998年","11000","埼玉県","6819000",""
"1999年","11000","埼玉県","6846000",""
"2000年","11000","埼玉県","6862821",""
"2001年","11000","埼玉県","6910000",""
"2002年","11000","埼玉県","6929000",""
"2003年","11000","埼玉県","6953000",""
"2004年","11000","埼玉県","6968000",""
"2005年","11000","埼玉県","6955585",""
"2006年","11000","埼玉県","6997000",""
"2007年","11000","埼玉県","7020000",""
"2008年","11000","埼玉県","7044000",""
"2009年","11000","埼玉県","7074000",""
"2010年","11000","埼玉県","7054944",""
"2011年","11000","埼玉県","7119000",""
"2012年","11000","埼玉県","7130000",""
"2013年","11000","埼玉県","7140000",""
"2014年","11000","埼玉県","7151000",""
"2015年","11000","埼玉県","7111168",""
"2016年","11000","埼玉県","7168000",""
"2017年","11000","埼玉県","7171000",""
"2018年","11000","埼玉県","7171000",""
"2019年","11000","埼玉県","7166000",""
"2020年","11000","埼玉県","7055679",""
"2021年","11000","埼玉県","7152000",""
"2022年","11000","埼玉県","7136000",""
"1975年","12000","千葉県","4136216",""
"1976年","12000","千葉県","4256000",""
"1977年","12000","千葉県","4371000",""
"1978年","12000","千葉県","4497000",""
"1979年","12000","千葉県","4614000",""
"1980年","12000","千葉県","4719383",""
"1981年","12000","千葉県","4822000",""
"1982年","12000","千葉県","4910000",""
"1983年","12000","千葉県","4991000",""
"1984年","12000","千葉県","5064000",""
"1985年","12000","千葉県","5131348",""
"1986年","12000","千葉県","5202000",""
"1987年","12000","千葉県","5287000",""
"1988年","12000","千葉県","5381000",""
"1989年","12000","千葉県","5462000",""
"1990年","12000","千葉県","5510822",""
"1991年","12000","千葉県","5586000",""
"1992年","12000","千葉県","5643000",""
"1993年","12000","千葉県","5690000",""
"1994年","12000","千葉県","5723000",""
"1995年","12000","千葉県","5744010",""
"1996年","12000","千葉県","5770000",""
"1997年","12000","千葉県","5789000",""
"1998年","12000","千葉県","5817000",""
"1999年","12000","千葉県","5841000",""
"2000年","12000","千葉県","5857891",""
"2001年","12000","千葉県","5909000",""
"2002年","12000","千葉県","5933000",""
"2003年","12000","千葉県","5961000",""
"2004年","12000","千葉県","5976000",""
"2005年","12000","千葉県","5961175",""
"2006年","12000","千葉県","6010000",""
"2007年","12000","千葉県","6041000",""
"2008年","12000","千葉県","6072000",""
"2009年","12000","千葉県","6104000",""
"2010年","12000","千葉県","6023584",""
"2011年","12000","千葉県","6138000",""
"2012年","12000","千葉県","6125000",""
"2013年","12000","千葉県","6123000",""
"2014年","12000","千葉県","6125000",""
"2015年","12000","千葉県","6047216",""
"2016年","12000","千葉県","6135000",""
"2017年","12000","千葉県","6137000",""
"2018年","12000","千葉県","6136000",""
"2019年","12000","千葉県","6131000",""
"2020年","12000","千葉県","6040814",""
"2021年","12000","千葉県","6114000",""
"2022年","12000","千葉県","6100000",""
"1975年","13000","東京都","11568852",""
"1976年","13000","東京都","11587000",""
"1977年","13000","東京都","11584000",""
"1978年","13000","東京都","11573000",""
"1979年","13000","東京都","11551000",""
"1980年","13000","東京都","11506944",""
"1981年","13000","東京都","11531000",""
"1982年","13000","東京都","11555000",""
"1983年","13000","東京都","11600000",""
"1984年","13000","東京都","11654000",""
"1985年","13000","東京都","11706066",""
"1986年","13000","東京都","11774000",""
"1987年","13000","東京都","11776000",""
"1988年","13000","東京都","11747000",""
"1989年","13000","東京都","11717000",""
"1990年","13000","東京都","11602957",""
"1991年","13000","東京都","11693000",""
"1992年","13000","東京都","11682000",""
"1993年","13000","東京都","11648000",""
"1994年","13000","東京都","11599000",""
"1995年","13000","東京都","11543005",""
"1996年","13000","東京都","11624000",""
"1997年","13000","東京都","11694000",""
"1998年","13000","東京都","11750000",""
"1999年","13000","東京都","11790000",""
"2000年","13000","東京都","11804278",""
"2001年","13000","東京都","11939000",""
"2002年","13000","東京都","12033000",""
"2003年","13000","東京都","12139000",""
"2004年","13000","東京都","12231000",""
"2005年","13000","東京都","12167423",""
"2006年","13000","東京都","12443000",""
"2007年","13000","東京都","12563000",""
"2008年","13000","東京都","12665000",""
"2009年","13000","東京都","12746000",""
"2010年","13000","東京都","12623619",""
"2011年","13000","東京都","12870000",""
"2012年","13000","東京都","12918000",""
"2013年","13000","東京都","12983000",""
"2014年","13000","東京都","13049000",""
"2015年","13000","東京都","12948463",""
"2016年","13000","東京都","13216000",""
"2017年","13000","東京都","13293000",""
"2018年","13000","東京都","13368000",""
"2019年","13000","東京都","13442000",""
"2020年","13000","東京都","13233213",""
"2021年","13000","東京都","13459000",""
"2022年","13000","東京都","13443000",""
"1975年","14000","神奈川県","6359334",""
"1976年","14000","神奈川県","6474000",""
"1977年","14000","神奈川県","6580000",""
"1978年","14000","神奈川県","6693000",""
"1979年","14000","神奈川県","6797000",""
"1980年","14000","神奈川県","6883647",""
"1981年","14000","神奈川県","6987000",""
"1982年","14000","神奈川県","7091000",""
"1983年","14000","神奈川県","7189000",""
"1984年","14000","神奈川県","7289000",""
"1985年","14000","神奈川県","7388546",""
"1986年","14000","神奈川県","7508000",""
"1987年","14000","神奈川県","7635000",""
"1988年","14000","神奈川県","7740000",""
"1989年","14000","神奈川県","7833000",""
"1990年","14000","神奈川県","7893254",""
"1991年","14000","神奈川県","7986000",""
"1992年","14000","神奈川県","8044000",""
"1993年","14000","神奈川県","8090000",""
"1994年","14000","神奈川県","8126000",""
"1995年","14000","神奈川県","8152458",""
"1996年","14000","神奈川県","8191000",""
"1997年","14000","神奈川県","8228000",""
"1998年","14000","神奈川県","8289000",""
"1999年","14000","神奈川県","8337000",""
"2000年","14000","神奈川県","8375978",""
"2001年","14000","神奈川県","8473000",""
"2002年","14000","神奈川県","8528000",""
"2003年","14000","神奈川県","8589000",""
"2004年","14000","神奈川県","8638000",""
"2005年","14000","神奈川県","8637622",""
"2006年","14000","神奈川県","8727000",""
"2007年","14000","神奈川県","8786000",""
"2008年","14000","神奈川県","8833000",""
"2009年","14000","神奈川県","8880000",""
"2010年","14000","神奈川県","8846903",""
"2011年","14000","神奈川県","8934000",""
"2012年","14000","神奈川県","8946000",""
"2013年","14000","神奈川県","8956000",""
"2014年","14000","神奈川県","8967000",""
"2015年","14000","神奈川県","8887304",""
"2016年","14000","神奈川県","8988000",""
"2017年","14000","神奈川県","8994000",""
"2018年","14000","神奈川県","8999000",""
"2019年","14000","神奈川県","9004000",""
"2020年","14000","神奈川県","8876834",""
"2021年","14000","神奈川県","9007000",""
"2022年","14000","神奈川県","8991000",""
"1975年","15000","新潟県","2388992",""
"1976年","15000","新潟県","2403000",""
"1977年","15000","新潟県","2415000",""
"1978年","15000","新潟県","2425000",""
"1979年","15000","新潟県","2436000",""
"1980年","15000","新潟県","2448056",""
"1981年","15000","新潟県","2456000",""
"1982年","15000","新潟県","2462000",""
"1983年","15000","新潟県","2466000",""
"1984年","15000","新潟県","2471000",""
"1985年","15000","新潟県","2475219",""
"1986年","15000","新潟県","2475000",""
"1987年","15000","新潟県","2473000",""
"1988年","15000","新潟県","2473000",""
"1989年","15000","新潟県","2472000",""
"1990年","15000","新潟県","2468517",""
"1991年","15000","新潟県","2470000",""
"1992年","15000","新潟県","2470000",""
"1993年","15000","新潟県","2473000",""
"1994年","15000","新潟県","2477000",""
"1995年","15000","新潟県","2480287",""
"1996年","15000","新潟県","2482000",""
"1997年","15000","新潟県","2481000",""
"1998年","15000","新潟県","2478000",""
"1999年","15000","新潟県","2472000",""
"2000年","15000","新潟県","2463616",""
"2001年","15000","新潟県","2461000",""
"2002年","15000","新潟県","2452000",""
"2003年","15000","新潟県","2444000",""
"2004年","15000","新潟県","2434000",""
"2005年","15000","新潟県","2415049",""
"2006年","15000","新潟県","2409000",""
"2007年","15000","新潟県","2397000",""
"2008年","15000","新潟県","2384000",""
"2009年","15000","新潟県","2373000",""
"2010年","15000","新潟県","2355361",""
"2011年","15000","新潟県","2353000",""
"2012年","15000","新潟県","2339000",""
"2013年","15000","新潟県","2325000",""
"2014年","15000","新潟県","2309000",""
"2015年","15000","新潟県","2289345",""
"2016年","15000","新潟県","2274000",""
"2017年","15000","新潟県","2254000",""
"2018年","15000","新潟県","2232000",""
"2019年","15000","新潟県","2208000",""
"2020年","15000","新潟県","2168416",""
"2021年","15000","新潟県","2161000",""
"2022年","15000","新潟県","2136000",""
"1975年","16000","富山県","1068930",""
"1976年","16000","富山県","1077000",""
"1977年","16000","富山県","1084000",""
"1978年","16000","富山県","1090000",""
"1979年","16000","富山県","1096000",""
"1980年","16000","富山県","1101485",""
"1981年","16000","富山県","1104000",""
"1982年","16000","富山県","1108000",""
"1983年","16000","富山県","1111000",""
"1984年","16000","富山県","1114000",""
"1985年","16000","富山県","1116324",""
"1986年","16000","富山県","1117000",""
"1987年","16000","富山県","1118000",""
"1988年","16000","富山県","1118000",""
"1989年","16000","富山県","1118000",""
"1990年","16000","富山県","1116017",""
"1991年","16000","富山県","1118000",""
"1992年","16000","富山県","1116000",""
"1993年","16000","富山県","1117000",""
"1994年","16000","富山県","1117000",""
"1995年","16000","富山県","1117592",""
"1996年","16000","富山県","1118000",""
"1997年","16000","富山県","1118000",""
"1998年","16000","富山県","1117000",""
"1999年","16000","富山県","1115000",""
"2000年","16000","富山県","1113392",""
"2001年","16000","富山県","1113000",""
"2002年","16000","富山県","1110000",""
"2003年","16000","富山県","1107000",""
"2004年","16000","富山県","1105000",""
"2005年","16000","富山県","1100199",""
"2006年","16000","富山県","1099000",""
"2007年","16000","富山県","1094000",""
"2008年","16000","富山県","1090000",""
"2009年","16000","富山県","1085000",""
"2010年","16000","富山県","1078898",""
"2011年","16000","富山県","1078000",""
"2012年","16000","富山県","1073000",""
"2013年","16000","富山県","1067000",""
"2014年","16000","富山県","1061000",""
"2015年","16000","富山県","1052353",""
"2016年","16000","富山県","1049000",""
"2017年","16000","富山県","1043000",""
"2018年","16000","富山県","1035000",""
"2019年","16000","富山県","1026000",""
"2020年","16000","富山県","1009388",""
"2021年","16000","富山県","1008000",""
"2022年","16000","富山県","998000",""
"1975年","17000","石川県","1066669",""
"1976年","17000","石川県","1079000",""
"1977年","17000","石川県","1088000",""
"1978年","17000","石川県","1097000",""
"1979年","17000","石川県","1107000",""
"1980年","17000","石川県","1115559",""
"1981年","17000","石川県","1124000",""
"1982年","17000","石川県","1131000",""
"1983年","17000","石川県","1138000",""
"1984年","17000","石川県","1144000",""
"1985年","17000","石川県","1148785",""
"1986年","17000","石川県","1152000",""
"1987年","17000","石川県","1154000",""
"1988年","17000","石川県","1156000",""
"1989年","17000","石川県","1159000",""
"1990年","17000","石川県","1158407",""
"1991年","17000","石川県","1163000",""
"1992年","17000","石川県","1166000",""
"1993年","17000","石川県","1169000",""
"1994年","17000","石川県","1171000",""
"1995年","17000","石川県","1175042",""
"1996年","17000","石川県","1176000",""
"1997年","17000","石川県","1176000",""
"1998年","17000","石川県","1176000",""
"1999年","17000","石川県","1175000",""
"2000年","17000","石川県","1170051",""
"2001年","17000","石川県","1175000",""
"2002年","17000","石川県","1173000",""
"2003年","17000","石川県","1172000",""
"2004年","17000","石川県","1170000",""
"2005年","17000","石川県","1165517",""
"2006年","17000","石川県","1165000",""
"2007年","17000","石川県","1163000",""
"2008年","17000","石川県","1162000",""
"2009年","17000","石川県","1160000",""
"2010年","17000","石川県","1154833",""
"2011年","17000","石川県","1157000",""
"2012年","17000","石川県","1155000",""
"2013年","17000","石川県","1151000",""
"2014年","17000","石川県","1148000",""
"2015年","17000","石川県","1138322",""
"2016年","17000","石川県","1141000",""
"2017年","17000","石川県","1137000",""
"2018年","17000","石川県","1131000",""
"2019年","17000","石川県","1124000",""
"2020年","17000","石川県","1102692",""
"2021年","17000","石川県","1111000",""
"2022年","17000","石川県","1102000",""
"1975年","18000","福井県","768867",""
"1976年","18000","福井県","775000",""
"1977年","18000","福井県","779000",""
"1978年","18000","福井県","782000",""
"1979年","18000","福井県","786000",""
"1980年","18000","福井県","789497",""
"1981年","18000","福井県","793000",""
"1982年","18000","福井県","798000",""
"1983年","18000","福井県","804000",""
"1984年","18000","福井県","808000",""
"1985年","18000","福井県","812660",""
"1986年","18000","福井県","815000",""
"1987年","18000","福井県","817000",""
"1988年","18000","福井県","817000",""
"1989年","18000","福井県","818000",""
"1990年","18000","福井県","817978",""
"1991年","18000","福井県","817000",""
"1992年","18000","福井県","817000",""
"1993年","18000","福井県","817000",""
"1994年","18000","福井県","818000",""
"1995年","18000","福井県","819320",""
"1996年","18000","福井県","820000",""
"1997年","18000","福井県","819000",""
"1998年","18000","福井県","820000",""
"1999年","18000","福井県","819000",""
"2000年","18000","福井県","818788",""
"2001年","18000","福井県","819000",""
"2002年","18000","福井県","818000",""
"2003年","18000","福井県","816000",""
"2004年","18000","福井県","814000",""
"2005年","18000","福井県","809301",""
"2006年","18000","福井県","808000",""
"2007年","18000","福井県","805000",""
"2008年","18000","福井県","801000",""
"2009年","18000","福井県","798000",""
"2010年","18000","福井県","791396",""
"2011年","18000","福井県","793000",""
"2012年","18000","福井県","790000",""
"2013年","18000","福井県","786000",""
"2014年","18000","福井県","782000",""
"2015年","18000","福井県","774337",""
"2016年","18000","福井県","773000",""
"2017年","18000","福井県","769000",""
"2018年","18000","福井県","764000",""
"2019年","18000","福井県","758000",""
"2020年","18000","福井県","746068",""
"2021年","18000","福井県","746000",""
"2022年","18000","福井県","738000",""
"1975年","19000","山梨県","781360",""
"1976年","19000","山梨県","786000",""
"1977年","19000","山梨県","791000",""
"1978年","19000","山梨県","794000",""
"1979年","19000","山梨県","798000",""
"1980年","19000","山梨県","802490",""
"1981年","19000","山梨県","807000",""
"1982年","19000","山梨県","812000",""
"1983年","19000","山梨県","818000",""
"1984年","19000","山梨県","824000",""
"1985年","19000","山梨県","831115",""
"1986年","19000","山梨県","836000",""
"1987年","19000","山梨県","839000",""
"1988年","19000","山梨県","843000",""
"1989年","19000","山梨県","846000",""
"1990年","19000","山梨県","849349",""
"1991年","19000","山梨県","856000",""
"1992年","19000","山梨県","860000",""
"1993年","19000","山梨県","864000",""
"1994年","19000","山梨県","870000",""
"1995年","19000","山梨県","873970",""
"1996年","19000","山梨県","876000",""
"1997年","19000","山梨県","876000",""
"1998年","19000","山梨県","877000",""
"1999年","19000","山梨県","877000",""
"2000年","19000","山梨県","876940",""
"2001年","19000","山梨県","878000",""
"2002年","19000","山梨県","877000",""
"2003年","19000","山梨県","875000",""
"2004年","19000","山梨県","873000",""
"2005年","19000","山梨県","870138",""
"2006年","19000","山梨県","867000",""
"2007年","19000","山梨県","863000",""
"2008年","19000","山梨県","857000",""
"2009年","19000","山梨県","854000",""
"2010年","19000","山梨県","848421",""
"2011年","19000","山梨県","846000",""
"2012年","19000","山梨県","841000",""
"2013年","19000","山梨県","836000",""
"2014年","19000","山梨県","830000",""
"2015年","19000","山梨県","819205",""
"2016年","19000","山梨県","819000",""
"2017年","19000","山梨県","813000",""
"2018年","19000","山梨県","807000",""
"2019年","19000","山梨県","800000",""
"2020年","19000","山梨県","786673",""
"2021年","19000","山梨県","789000",""
"2022年","19000","山梨県","784000",""
"1975年","20000","長野県","2012816",""
